ctry,area_code,income,employ,original_imd_score,original_imd_quintile,uk_imd_england_score,uk_imd_england_quintile,uk_imd_ni_score,uk_imd_ni_quintile,uk_imd_scotland_score,uk_imd_scotland_quintile,uk_imd_wales_score,uk_imd_wales_quintile
England,E01005946,18.5,15.9,35.5,5 - most deprived,35.5,5 - most deprived,24.4,5 - most deprived,34,5 - most deprived,31.6,5 - most deprived
England,E01005947,33.2,28.5,53.2,5 - most deprived,53.2,5 - most deprived,40.7,5 - most deprived,53.4,5 - most deprived,49.8,5 - most deprived
England,E01005948,35.2,32.2,62.8,5 - most deprived,62.8,5 - most deprived,48.9,5 - most deprived,62.6,5 - most deprived,59.3,5 - most deprived
England,E01005949,19.7,17.3,36.5,5 - most deprived,36.5,5 - most deprived,25.5,5 - most deprived,35.4,5 - most deprived,32.7,5 - most deprived
England,E01005950,29.1,19.6,43.6,5 - most deprived,43.6,5 - most deprived,31,5 - most deprived,42.5,5 - most deprived,40.2,5 - most deprived
England,E01005951,25.9,18.5,36.9,5 - most deprived,36.9,5 - most deprived,25.8,5 - most deprived,36.4,5 - most deprived,33.4,5 - most deprived
England,E01005952,44.7,41.8,69.2,5 - most deprived,69.2,5 - most deprived,56,5 - most deprived,71.3,5 - most deprived,66,5 - most deprived
England,E01005953,30.3,22.7,45.8,5 - most deprived,45.8,5 - most deprived,33.5,5 - most deprived,45.3,5 - most deprived,42.4,5 - most deprived
England,E01005954,22.6,18.8,32.3,4,32.3,4,22.5,4,32.5,4,28.7,4
England,E01005955,6.6,6,8.4,2,8.4,1 - least deprived,1.6,1 - least deprived,8,1 - least deprived,4.4,1 - least deprived
England,E01005956,8.8,10.6,16.6,3,16.6,3,9,3,16.3,3,12.5,3
England,E01005957,13.7,14.8,23.5,4,23.5,4,15.2,4,23.6,4,19.5,4
England,E01005958,28.1,24.1,40.2,5 - most deprived,40.2,5 - most deprived,29.8,5 - most deprived,41,5 - most deprived,36.8,5 - most deprived
England,E01005959,28.6,24.6,41.5,5 - most deprived,41.5,5 - most deprived,30.9,5 - most deprived,42.2,5 - most deprived,38,5 - most deprived
England,E01005960,25.6,19.6,39.8,5 - most deprived,39.8,5 - most deprived,28.3,5 - most deprived,39.1,5 - most deprived,36.2,5 - most deprived
England,E01005961,10.7,8.7,19.1,3,19.1,3,10.3,3,17.9,3,15.1,3
England,E01005962,9.1,8.5,15.4,3,15.4,3,7.4,3,14.6,3,11.3,3
England,E01005963,9,9.7,16.6,3,16.6,3,8.7,3,16,3,12.5,3
England,E01005964,11,10.4,18.7,3,18.7,3,10.4,3,18.1,3,14.7,3
England,E01005965,26.7,23,39.6,5 - most deprived,39.6,5 - most deprived,29,5 - most deprived,40,5 - most deprived,36,5 - most deprived
England,E01005966,19.3,16.5,28.3,4,28.3,4,19,4,28.4,4,24.6,4
England,E01005967,28.2,25.3,41.5,5 - most deprived,41.5,5 - most deprived,31.1,5 - most deprived,42.4,5 - most deprived,38,5 - most deprived
England,E01005968,6.8,8.4,15.6,3,15.6,3,7.7,3,14.7,3,11.4,3
England,E01005969,8.1,8.5,15,3,15,3,7.3,3,14.3,3,10.9,3
England,E01005970,6.1,11.5,15.3,3,15.3,3,8.4,3,15.3,3,11,3
England,E01005971,15,11.6,24.7,4,24.7,4,15.1,4,23.6,4,20.8,4
England,E01005972,21.9,17.1,32.9,4,32.9,4,22.5,4,32.4,4,29.2,4
England,E01005973,8.9,8.5,15,3,15,3,7.2,3,14.3,3,10.9,3
England,E01005974,21.2,18,36.1,5 - most deprived,36.1,5 - most deprived,25.3,5 - most deprived,35.4,5 - most deprived,32.4,5 - most deprived
England,E01005975,21.6,16.6,30.8,4,30.8,4,20.8,4,30.5,4,27.2,4
England,E01005976,24.8,22.7,39,5 - most deprived,39,5 - most deprived,28.6,5 - most deprived,39.4,5 - most deprived,35.3,5 - most deprived
England,E01005977,10.7,12,21.2,3,21.2,3,12.8,3,20.6,3,17.1,3
England,E01005978,25.1,21.8,41.2,5 - most deprived,41.2,5 - most deprived,30,5 - most deprived,40.9,5 - most deprived,37.5,5 - most deprived
England,E01005979,16.6,15.6,29.4,4,29.4,4,19.7,4,28.8,4,25.5,4
England,E01005980,24.1,21,37.2,5 - most deprived,37.2,5 - most deprived,26.8,5 - most deprived,37.3,5 - most deprived,33.6,5 - most deprived
England,E01005981,28.3,22.7,42.5,5 - most deprived,42.5,5 - most deprived,31.1,5 - most deprived,42.4,5 - most deprived,39,5 - most deprived
England,E01005982,20.9,20.8,33.2,4,33.2,4,23.9,5 - most deprived,33.8,4,29.4,4
England,E01005983,7.9,8.8,11.7,2,11.7,2,4.8,2,11.6,2,7.6,2
England,E01005984,32.7,30.8,51.4,5 - most deprived,51.4,5 - most deprived,39.9,5 - most deprived,52.5,5 - most deprived,47.9,5 - most deprived
England,E01005985,7.2,9.8,14.1,3,14.1,2,7,3,13.9,2,10,2
England,E01005986,13.6,12.5,23,4,23,4,14.2,4,22.4,4,19.1,4
England,E01005987,8.7,10.4,16.5,3,16.5,3,8.9,3,16.1,3,12.4,3
England,E01005988,5.9,6,8.4,2,8.4,1 - least deprived,1.6,1 - least deprived,8,1 - least deprived,4.3,1 - least deprived
England,E01005989,5.4,7,10.2,2,10.2,2,3.3,2,9.7,2,6.1,2
England,E01005990,11.4,10.8,17.9,3,17.9,3,9.9,3,17.5,3,13.9,3
England,E01005991,12.2,9.9,19.2,3,19.2,3,10.6,3,18.4,3,15.2,3
England,E01005992,19.9,15.5,29.3,4,29.3,4,19.4,4,28.9,4,25.6,4
England,E01005993,13.8,12.2,20.9,3,20.9,3,12.5,3,20.6,3,17.1,3
England,E01005994,16.4,13.1,22.9,4,22.9,4,14.1,4,22.7,4,19.1,4
England,E01005995,6.3,8.2,10.6,2,10.6,2,3.9,2,10.4,2,6.4,2
England,E01005996,12.3,14,22.3,4,22.3,4,14.1,4,22.2,4,18.2,4
England,E01005997,17.5,15.2,28,4,28,4,18.5,4,27.6,4,24.2,4
England,E01005998,18.5,15.5,28.2,4,28.2,4,18.7,4,27.9,4,24.4,4
England,E01005999,28,17.3,39.4,5 - most deprived,39.4,5 - most deprived,27.3,5 - most deprived,38.3,5 - most deprived,36.1,5 - most deprived
England,E01006000,28.1,27.9,44.7,5 - most deprived,44.7,5 - most deprived,34.2,5 - most deprived,45.8,5 - most deprived,41,5 - most deprived
England,E01006001,15.7,13.9,23.8,4,23.8,4,15.1,4,23.7,4,20,4
England,E01006002,17,12.8,24,4,24,4,14.8,4,23.5,4,20.3,4
England,E01006003,16.3,14.3,24.1,4,24.1,4,15.4,4,24,4,20.3,4
England,E01006004,10.1,9.6,16.2,3,16.2,3,8.3,3,15.7,3,12.2,3
England,E01006005,31.3,25.5,44.7,5 - most deprived,44.7,5 - most deprived,33.4,5 - most deprived,45.3,5 - most deprived,41.3,5 - most deprived
England,E01006006,11.2,11.4,19.9,3,19.9,3,11.6,3,19.4,3,15.9,3
England,E01006007,15.2,14.3,27.7,4,27.7,4,18.1,4,26.9,4,23.7,4
England,E01006008,12.7,9.7,18.8,3,18.8,3,10.2,3,18,3,14.9,3
England,E01006009,15,13.8,24.5,4,24.5,4,15.6,4,24.1,4,20.6,4
England,E01006010,25,20.6,39.5,5 - most deprived,39.5,5 - most deprived,28.4,5 - most deprived,39.2,5 - most deprived,35.9,5 - most deprived
England,E01006011,28.7,22.7,44.3,5 - most deprived,44.3,5 - most deprived,32.5,5 - most deprived,44,5 - most deprived,40.9,5 - most deprived
England,E01006012,15.5,12,23.8,4,23.8,4,14.5,4,23,4,20,4
England,E01006013,10.6,12.1,17.5,3,17.5,3,10,3,17.6,3,13.5,3
England,E01006014,23.4,16.6,30.8,4,30.8,4,20.7,4,30.7,4,27.3,4
England,E01006015,5,5.6,9.9,2,9.9,2,2.7,2,9,2,5.7,2
England,E01006016,34.2,33.7,59.1,5 - most deprived,59.1,5 - most deprived,46.5,5 - most deprived,59.8,5 - most deprived,55.5,5 - most deprived
England,E01006017,4.7,5.4,7.3,1 - least deprived,7.3,1 - least deprived,0.6,1 - least deprived,6.7,1 - least deprived,3.1,1 - least deprived
England,E01006018,5.2,6.6,10.8,2,10.8,2,3.6,2,10,2,6.6,2
England,E01006019,31.5,33,50.6,5 - most deprived,50.6,5 - most deprived,40,5 - most deprived,52.5,5 - most deprived,47,5 - most deprived
England,E01006020,17.5,16.7,27.5,4,27.5,4,18.5,4,27.6,4,23.6,4
England,E01006021,11,11.3,20.3,3,20.3,3,11.9,3,19.6,3,16.2,3
England,E01006022,12.5,10.9,22.9,4,22.9,4,13.7,4,21.8,4,18.9,4
England,E01006023,26,27.2,47.3,5 - most deprived,47.3,5 - most deprived,36.1,5 - most deprived,47.7,5 - most deprived,43.5,5 - most deprived
England,E01006024,4.2,5.8,8.3,1 - least deprived,8.3,1 - least deprived,1.5,1 - least deprived,7.7,1 - least deprived,4.1,1 - least deprived
England,E01006025,36.2,32.5,60.3,5 - most deprived,60.3,5 - most deprived,47,5 - most deprived,60.6,5 - most deprived,56.8,5 - most deprived
England,E01006026,13.2,14.1,23.4,4,23.4,4,15,4,23.3,4,19.4,4
England,E01006027,43.5,35.5,63.9,5 - most deprived,63.9,5 - most deprived,50.2,5 - most deprived,64.9,5 - most deprived,60.8,5 - most deprived
England,E01006028,29.2,24.4,46.9,5 - most deprived,46.9,5 - most deprived,34.9,5 - most deprived,46.7,5 - most deprived,43.4,5 - most deprived
England,E01006029,27.7,16.8,38.5,5 - most deprived,38.5,5 - most deprived,26.4,5 - most deprived,37.3,5 - most deprived,35.2,5 - most deprived
England,E01006030,22.9,20.9,36.8,5 - most deprived,36.8,5 - most deprived,26.6,5 - most deprived,36.9,5 - most deprived,33.1,5 - most deprived
England,E01006031,30.8,25.2,50.2,5 - most deprived,50.2,5 - most deprived,37.6,5 - most deprived,49.8,5 - most deprived,46.7,5 - most deprived
England,E01006032,27.8,24.2,42.9,5 - most deprived,42.9,5 - most deprived,31.9,5 - most deprived,43.3,5 - most deprived,39.4,5 - most deprived
England,E01006033,25.3,23.9,40.4,5 - most deprived,40.4,5 - most deprived,30,5 - most deprived,41,5 - most deprived,36.8,5 - most deprived
England,E01006034,21.6,18.4,30.8,4,30.8,4,21.3,4,31.1,4,27.1,4
England,E01006035,18.1,19.2,32.6,4,32.6,4,23.1,4,32.6,4,28.6,4
England,E01006036,23.8,21,36.8,5 - most deprived,36.8,5 - most deprived,26.5,5 - most deprived,37,5 - most deprived,33.2,5 - most deprived
England,E01006037,5.7,6.8,8.2,1 - least deprived,8.2,1 - least deprived,1.7,1 - least deprived,8,1 - least deprived,4.1,1 - least deprived
England,E01006038,11,10.3,17.6,3,17.6,3,9.5,3,17.1,3,13.6,3
England,E01006039,26.8,17.8,34,5 - most deprived,34,4,23.4,4,33.9,4,30.7,4
England,E01006040,28,20.5,48.6,5 - most deprived,48.6,5 - most deprived,35.2,5 - most deprived,46.8,5 - most deprived,45,5 - most deprived
England,E01006041,20.2,15.7,30.7,4,30.7,4,20.6,4,30.1,4,27,4
England,E01006042,9.7,8.1,14.6,3,14.6,2,6.7,2,13.9,2,10.6,2
England,E01006043,14.5,14.4,22.8,4,22.8,4,14.5,4,22.9,4,18.9,4
England,E01006044,9.6,10.2,19.1,3,19.1,3,10.7,3,18.3,3,15,3
England,E01006045,3.5,6.9,9.9,2,9.9,2,3.1,2,9.3,2,5.6,2
England,E01006046,6.8,7.8,10.9,2,10.9,2,4,2,10.6,2,6.8,2
England,E01006047,18.2,14.4,21.9,4,21.9,3,13.6,4,22.4,4,18.3,4
England,E01006048,9.4,10.9,16.4,3,16.4,3,8.9,3,16.3,3,12.3,3
England,E01006049,15.8,15.4,22.5,4,22.5,4,14.5,4,23,4,18.6,4
England,E01006050,39.3,29.7,63.6,5 - most deprived,63.6,5 - most deprived,48.6,5 - most deprived,62.7,5 - most deprived,60.4,5 - most deprived
England,E01006051,11.2,11.5,16.3,3,16.3,3,8.9,3,16.4,3,12.3,3
England,E01006052,33.1,28.8,53.6,5 - most deprived,53.6,5 - most deprived,41,5 - most deprived,53.8,5 - most deprived,50.1,5 - most deprived
England,E01006053,6,7,10.3,2,10.3,2,3.4,2,9.9,2,6.2,2
England,E01006054,24.1,22.3,32.4,4,32.4,4,23.5,4,33.8,4,28.8,4
England,E01006055,8.8,7,13,2,13,2,5.3,2,12.2,2,9,2
England,E01006056,35.9,28.7,48.6,5 - most deprived,48.6,5 - most deprived,37,5 - most deprived,49.8,5 - most deprived,45.4,5 - most deprived
England,E01006057,9.3,9.5,13.8,2,13.8,2,6.5,2,13.7,2,9.8,2
England,E01006058,12,11.8,18.8,3,18.8,3,10.8,3,18.6,3,14.8,3
England,E01006059,9.9,9.3,13.8,2,13.8,2,6.4,2,13.6,2,9.8,2
England,E01006060,26.5,24.7,47,5 - most deprived,47,5 - most deprived,35.2,5 - most deprived,46.7,5 - most deprived,43.3,5 - most deprived
England,E01006061,23.2,17.4,28.5,4,28.5,4,19.2,4,29,4,25,4
England,E01006062,4.7,5.6,4.6,1 - least deprived,4.6,1 - least deprived,-1.3,1 - least deprived,4.6,1 - least deprived,0.5,1 - least deprived
England,E01006063,6.4,7.8,12.5,2,12.5,2,5.2,2,11.9,2,8.4,2
England,E01006064,28.4,29.9,51.2,5 - most deprived,51.2,5 - most deprived,39.8,5 - most deprived,51.9,5 - most deprived,47.5,5 - most deprived
England,E01006065,35.3,23.2,44.5,5 - most deprived,44.5,5 - most deprived,32.4,5 - most deprived,44.6,5 - most deprived,41.4,5 - most deprived
England,E01006066,17.8,14.2,32.2,4,32.2,4,21.5,4,30.8,4,28.4,4
England,E01006067,4.6,7.5,10.3,2,10.3,2,3.6,2,9.9,2,6.1,2
England,E01006068,20.1,17.7,34.1,5 - most deprived,34.1,4,23.8,5 - most deprived,33.6,4,30.4,4
England,E01006069,29.4,22.1,40.3,5 - most deprived,40.3,5 - most deprived,29.2,5 - most deprived,40.5,5 - most deprived,36.9,5 - most deprived
England,E01006070,8,7.8,15.9,3,15.9,3,7.7,3,14.8,3,11.8,3
England,E01006071,3.9,6,6.4,1 - least deprived,6.4,1 - least deprived,0.2,1 - least deprived,6.2,1 - least deprived,2.2,1 - least deprived
England,E01006072,2.3,4.3,3.2,1 - least deprived,3.2,1 - least deprived,-2.7,1 - least deprived,2.9,1 - least deprived,-1,1 - least deprived
England,E01006073,26.1,19.5,32,4,32,4,22.3,4,32.7,4,28.6,4
England,E01006074,16.2,13.7,20.2,3,20.2,3,12.2,3,20.6,3,16.4,3
England,E01006075,5.7,5.4,6.9,1 - least deprived,6.9,1 - least deprived,0.3,1 - least deprived,6.5,1 - least deprived,2.8,1 - least deprived
England,E01006076,5.8,5.7,6.5,1 - least deprived,6.5,1 - least deprived,0.1,1 - least deprived,6.3,1 - least deprived,2.5,1 - least deprived
England,E01006077,9.8,9.4,12.1,2,12.1,2,5.2,2,12.3,2,8.1,2
England,E01006078,7.8,6.2,10.2,2,10.2,2,2.9,2,9.6,2,6.2,2
England,E01006079,5.6,5.7,3.7,1 - least deprived,3.7,1 - least deprived,-2.1,1 - least deprived,3.9,1 - least deprived,-0.3,1 - least deprived
England,E01006080,6,6.9,7.5,1 - least deprived,7.5,1 - least deprived,1.1,1 - least deprived,7.5,1 - least deprived,3.4,1 - least deprived
England,E01006081,1.7,2,2.5,1 - least deprived,2.5,1 - least deprived,-3.8,1 - least deprived,1.6,1 - least deprived,-1.7,1 - least deprived
England,E01006082,1.4,2.7,2.2,1 - least deprived,2.2,1 - least deprived,-3.8,1 - least deprived,1.6,1 - least deprived,-2,1 - least deprived
England,E01006083,2,3.3,2,1 - least deprived,2,1 - least deprived,-3.8,1 - least deprived,1.6,1 - least deprived,-2.2,1 - least deprived
England,E01006084,2.9,2.8,2.3,1 - least deprived,2.3,1 - least deprived,-3.8,1 - least deprived,1.7,1 - least deprived,-1.9,1 - least deprived
England,E01006085,5.1,2.6,3,1 - least deprived,3,1 - least deprived,-3.4,1 - least deprived,2.4,1 - least deprived,-1,1 - least deprived
England,E01006086,9.8,7.1,7.1,1 - least deprived,7.1,1 - least deprived,0.7,1 - least deprived,7.4,1 - least deprived,3.2,1 - least deprived
England,E01006087,4.8,3.7,10.7,2,10.7,2,2.8,2,9.1,2,6.6,2
England,E01006088,4.2,3.9,5.9,1 - least deprived,5.9,1 - least deprived,-0.8,1 - least deprived,5.1,1 - least deprived,1.8,1 - least deprived
England,E01006089,8,6.1,11.3,2,11.3,2,3.7,2,10.5,2,7.3,2
England,E01006090,6.1,8.6,8.4,2,8.4,1 - least deprived,2.3,2,8.7,2,4.3,1 - least deprived
England,E01006091,6,5.6,6.3,1 - least deprived,6.3,1 - least deprived,-0.1,1 - least deprived,6.1,1 - least deprived,2.2,1 - least deprived
England,E01006092,29.5,20.8,36.1,5 - most deprived,36.1,5 - most deprived,25.6,5 - most deprived,36.7,5 - most deprived,32.8,5 - most deprived
England,E01006093,5.2,4.6,4.4,1 - least deprived,4.4,1 - least deprived,-1.8,1 - least deprived,4.1,1 - least deprived,0.3,1 - least deprived
England,E01006094,4.1,4.8,3.4,1 - least deprived,3.4,1 - least deprived,-2.5,1 - least deprived,3.3,1 - least deprived,-0.7,1 - least deprived
England,E01006095,5.5,6.8,7.8,1 - least deprived,7.8,1 - least deprived,1.4,1 - least deprived,7.7,1 - least deprived,3.7,1 - least deprived
England,E01006096,2.7,3.8,3.6,1 - least deprived,3.6,1 - least deprived,-2.5,1 - least deprived,3.1,1 - least deprived,-0.6,1 - least deprived
England,E01006097,4.5,4.6,5.5,1 - least deprived,5.5,1 - least deprived,-1,1 - least deprived,5,1 - least deprived,1.4,1 - least deprived
England,E01006098,2.6,5,4.5,1 - least deprived,4.5,1 - least deprived,-1.5,1 - least deprived,4.2,1 - least deprived,0.2,1 - least deprived
England,E01006099,9,7.6,11.2,2,11.2,2,4,2,10.9,2,7.2,2
England,E01006100,7.7,7,8.5,2,8.5,1 - least deprived,1.9,1 - least deprived,8.5,2,4.5,1 - least deprived
England,E01006101,3.1,3.7,4.1,1 - least deprived,4.1,1 - least deprived,-2.2,1 - least deprived,3.5,1 - least deprived,-0.1,1 - least deprived
England,E01006102,9.5,10.1,10.2,2,10.2,2,3.9,2,10.9,2,6.3,2
England,E01006103,3.8,4.8,3.4,1 - least deprived,3.4,1 - least deprived,-2.4,1 - least deprived,3.3,1 - least deprived,-0.7,1 - least deprived
England,E01006104,20.1,15.9,25.9,4,25.9,4,17,4,26.2,4,22.3,4
England,E01006105,37,29.2,49.8,5 - most deprived,49.8,5 - most deprived,38,5 - most deprived,50.9,5 - most deprived,46.6,5 - most deprived
England,E01006106,23.6,19.1,29.6,4,29.6,4,20.5,4,30.5,4,26.1,4
England,E01006107,25.4,21.2,36.7,5 - most deprived,36.7,5 - most deprived,26.4,5 - most deprived,37,5 - most deprived,33.1,5 - most deprived
England,E01006108,44.3,32.5,63,5 - most deprived,63,5 - most deprived,48.7,5 - most deprived,63.3,5 - most deprived,60.1,5 - most deprived
England,E01006109,37.9,30.7,52.5,5 - most deprived,52.5,5 - most deprived,40.5,5 - most deprived,53.7,5 - most deprived,49.3,5 - most deprived
England,E01006110,23.2,15.8,24.8,4,24.8,4,15.9,4,25.4,4,21.4,4
England,E01006111,35.9,22,38,5 - most deprived,38,5 - most deprived,27,5 - most deprived,38.9,5 - most deprived,35.1,5 - most deprived
England,E01006112,34.9,23,44.4,5 - most deprived,44.4,5 - most deprived,32.3,5 - most deprived,44.5,5 - most deprived,41.4,5 - most deprived
England,E01006113,16.3,13.1,21,3,21,3,12.7,3,21.1,3,17.3,3
England,E01006114,26.2,18.6,30.7,4,30.7,4,21.1,4,31.3,4,27.3,4
England,E01006115,23.8,16.6,30.8,4,30.8,4,20.7,4,30.7,4,27.3,4
England,E01006116,7.3,7.1,9.5,2,9.5,2,2.7,2,9.2,2,5.4,2
England,E01006117,5.9,7.2,7.4,1 - least deprived,7.4,1 - least deprived,1.1,1 - least deprived,7.4,1 - least deprived,3.2,1 - least deprived
England,E01006118,16.6,13.8,20.3,3,20.3,3,12.3,3,20.7,3,16.5,3
England,E01006119,7.2,7.4,9.7,2,9.7,2,2.9,2,9.6,2,5.7,2
England,E01006120,5.4,6.7,6.2,1 - least deprived,6.2,1 - least deprived,0.2,1 - least deprived,6.3,1 - least deprived,2.1,1 - least deprived
England,E01006121,10.3,10.8,17.9,3,17.9,3,10,3,17.5,3,13.9,3
England,E01006122,5.8,7.1,7.3,1 - least deprived,7.3,1 - least deprived,1.1,1 - least deprived,7.4,1 - least deprived,3.2,1 - least deprived
England,E01006123,7.3,7.3,7.9,1 - least deprived,7.9,1 - least deprived,1.5,1 - least deprived,8,1 - least deprived,3.9,1 - least deprived
England,E01006124,4.3,6.3,5.5,1 - least deprived,5.5,1 - least deprived,-0.5,1 - least deprived,5.5,1 - least deprived,1.3,1 - least deprived
England,E01006125,9.8,11.8,14.5,3,14.5,2,7.7,3,15,3,10.4,2
England,E01006126,22.6,18.2,31.5,4,31.5,4,21.7,4,31.7,4,27.9,4
England,E01006127,8.9,10.4,13.4,2,13.4,2,6.5,2,13.5,2,9.3,2
England,E01006128,7.1,7.8,9.2,2,9.2,2,2.7,2,9.2,2,5.1,2
England,E01006129,12.7,14.7,17.6,3,17.6,3,10.7,3,18.6,3,13.7,3
England,E01006130,9.8,8.2,10.7,2,10.7,2,3.8,2,10.7,2,6.8,2
England,E01006131,6.5,7.9,8.6,2,8.6,1 - least deprived,2.3,2,8.7,2,4.5,1 - least deprived
England,E01006132,9.1,9.4,12.8,2,12.8,2,5.7,2,12.8,2,8.7,2
England,E01006133,7.6,8,9.4,2,9.4,2,2.8,2,9.4,2,5.3,2
England,E01006134,1.7,1.7,3.5,1 - least deprived,3.5,1 - least deprived,-3.1,1 - least deprived,2.4,1 - least deprived,-0.7,1 - least deprived
England,E01006135,4.8,6,5.5,1 - least deprived,5.5,1 - least deprived,-0.6,1 - least deprived,5.5,1 - least deprived,1.4,1 - least deprived
England,E01006136,4.7,4,3.1,1 - least deprived,3.1,1 - least deprived,-3,1 - least deprived,2.8,1 - least deprived,-1,1 - least deprived
England,E01006137,2.8,3.8,4.5,1 - least deprived,4.5,1 - least deprived,-1.8,1 - least deprived,3.9,1 - least deprived,0.3,1 - least deprived
England,E01006138,10.4,9.4,10.8,2,10.8,2,4.1,2,11.2,2,6.9,2
England,E01006139,3.7,3.6,3.1,1 - least deprived,3.1,1 - least deprived,-3,1 - least deprived,2.7,1 - least deprived,-1,1 - least deprived
England,E01006140,5.4,4.8,5.8,1 - least deprived,5.8,1 - least deprived,-0.7,1 - least deprived,5.4,1 - least deprived,1.8,1 - least deprived
England,E01006141,15.1,15.6,20.8,3,20.8,3,13.2,4,21.6,4,16.9,3
England,E01006142,15,11.5,20.4,3,20.4,3,11.9,3,20.1,3,16.7,3
England,E01006143,9.3,10.3,15.4,3,15.4,3,8,3,15.3,3,11.4,3
England,E01006144,32,24.1,42.2,5 - most deprived,42.2,5 - most deprived,31.1,5 - most deprived,42.9,5 - most deprived,39,5 - most deprived
England,E01006145,25.4,20.8,30.4,4,30.4,4,21.5,4,31.7,4,26.9,4
England,E01006146,13.4,10.4,15.8,3,15.8,3,8.1,3,15.9,3,12,3
England,E01006147,3.3,5.5,3.9,1 - least deprived,3.9,1 - least deprived,-1.8,1 - least deprived,3.9,1 - least deprived,-0.3,1 - least deprived
England,E01006148,5.7,7.1,7.1,1 - least deprived,7.1,1 - least deprived,0.9,1 - least deprived,7.2,1 - least deprived,3,1 - least deprived
England,E01006149,7.4,6.9,8.1,1 - least deprived,8.1,1 - least deprived,1.6,1 - least deprived,8.1,1 - least deprived,4.1,1 - least deprived
England,E01006150,8.9,8.3,9.7,2,9.7,2,3,2,9.9,2,5.7,2
England,E01006151,2.7,4,3.7,1 - least deprived,3.7,1 - least deprived,-2.4,1 - least deprived,3.3,1 - least deprived,-0.5,1 - least deprived
England,E01006152,2.7,3.2,1.5,1 - least deprived,1.5,1 - least deprived,-4.3,1 - least deprived,1.2,1 - least deprived,-2.7,1 - least deprived
England,E01006153,5.3,5.5,4.2,1 - least deprived,4.2,1 - least deprived,-1.7,1 - least deprived,4.3,1 - least deprived,0.2,1 - least deprived
England,E01006154,4.9,5.4,6.1,1 - least deprived,6.1,1 - least deprived,-0.2,1 - least deprived,5.8,1 - least deprived,2,1 - least deprived
England,E01006155,7,8.2,12.6,2,12.6,2,5.3,2,12.1,2,8.4,2
England,E01006156,17.4,16.2,21,3,21,3,13.4,4,22.1,4,17.2,3
England,E01006157,10.5,10.2,15.3,3,15.3,3,7.8,3,15.2,3,11.3,3
England,E01006158,19.4,17.2,25.3,4,25.3,4,16.9,4,26.1,4,21.6,4
England,E01006159,22.5,18.8,30.2,4,30.2,4,21,4,30.8,4,26.7,4
England,E01006160,14.8,11.1,18.7,3,18.7,3,10.4,3,18.5,3,14.9,3
England,E01006161,5.5,5.6,10.8,2,10.8,2,3.4,2,9.8,2,6.7,2
England,E01006162,3.8,4.7,6.1,1 - least deprived,6.1,1 - least deprived,-0.4,1 - least deprived,5.5,1 - least deprived,1.9,1 - least deprived
England,E01006163,5,4.5,6.4,1 - least deprived,6.4,1 - least deprived,-0.3,1 - least deprived,5.8,1 - least deprived,2.3,1 - least deprived
England,E01006164,6.9,7,10.1,2,10.1,2,3.1,2,9.7,2,6,2
England,E01006165,11.4,8.8,13.7,2,13.7,2,6.1,2,13.4,2,9.8,2
England,E01006166,14.1,12.6,16.6,3,16.6,3,9.3,3,17.2,3,12.8,3
England,E01006167,30.9,28.6,43.1,5 - most deprived,43.1,5 - most deprived,33.1,5 - most deprived,44.9,5 - most deprived,39.6,5 - most deprived
England,E01006168,35.8,27.9,49.2,5 - most deprived,49.2,5 - most deprived,37.3,5 - most deprived,50,5 - most deprived,46,5 - most deprived
England,E01006169,9.1,9,9.6,2,9.6,2,3.2,2,10.1,2,5.7,2
England,E01006170,9,7.2,9,2,9,2,2.3,2,9,2,5.1,2
England,E01006171,21.6,20,29.6,4,29.6,4,20.9,4,30.6,4,26,4
England,E01006172,7,8.9,7.8,1 - least deprived,7.8,1 - least deprived,1.9,2,8.4,2,3.8,1 - least deprived
England,E01006173,4.6,6.3,7.4,1 - least deprived,7.4,1 - least deprived,1,1 - least deprived,7.1,1 - least deprived,3.2,1 - least deprived
England,E01006174,6.3,8.4,8.9,2,8.9,2,2.7,2,9.1,2,4.8,2
England,E01006175,31.7,22.6,39.5,5 - most deprived,39.5,5 - most deprived,28.6,5 - most deprived,40.2,5 - most deprived,36.3,5 - most deprived
England,E01006176,8.6,8.9,11.6,2,11.6,2,4.7,2,11.6,2,7.6,2
England,E01006177,26.1,18.3,30,4,30,4,20.5,4,30.7,4,26.7,4
England,E01006178,5.6,6,7,1 - least deprived,7,1 - least deprived,0.6,1 - least deprived,6.8,1 - least deprived,3,1 - least deprived
England,E01006179,20.5,19.3,27,4,27,4,18.8,4,28.2,4,23.3,4
England,E01006180,14.6,10.9,19,3,19,3,10.6,3,18.7,3,15.2,3
England,E01006181,14.9,14.3,21.4,3,21.4,3,13.4,4,21.7,4,17.5,3
England,E01006182,9.9,8.3,11.3,2,11.3,2,4.3,2,11.3,2,7.4,2
England,E01006183,7.8,9.1,10,2,10,2,3.6,2,10.3,2,5.9,2
England,E01006184,15.2,14.5,20.5,3,20.5,3,12.7,3,21,3,16.6,3
England,E01006185,28.3,23.6,42.9,5 - most deprived,42.9,5 - most deprived,31.7,5 - most deprived,43.1,5 - most deprived,39.5,5 - most deprived
England,E01006186,18.6,14.4,24.4,4,24.4,4,15.5,4,24.4,4,20.7,4
England,E01006187,17.2,15.1,24.9,4,24.9,4,16.1,4,25,4,21.1,4
