ctry,area_code,income,employ,original_imd_score,original_imd_quintile,uk_imd_england_score,uk_imd_england_quintile,uk_imd_ni_score,uk_imd_ni_quintile,uk_imd_scotland_score,uk_imd_scotland_quintile,uk_imd_wales_score,uk_imd_wales_quintile
England,E01000259,11.8,6.8,14.6,3,14.6,3,6.3,2,13.7,2,10.8,3
England,E01000260,14.4,9.4,24.6,4,24.6,4,14.4,4,22.8,4,20.7,4
England,E01000261,6.5,4.3,9.7,2,9.7,2,2.1,2,8.6,2,5.7,2
England,E01000262,15.5,5.8,14.9,3,14.9,3,6,2,13.8,2,11.3,3
England,E01000263,2.8,2.1,5.7,1 - least deprived,5.7,1 - least deprived,-1.4,1 - least deprived,4.3,1 - least deprived,1.5,1 - least deprived
England,E01000264,14.2,10.5,18.6,3,18.6,3,10.2,3,18.2,3,14.8,3
England,E01000265,18.8,10.4,19.3,3,19.3,3,10.4,3,19,3,15.8,3
England,E01000266,5.1,4.2,8,1 - least deprived,8,1 - least deprived,0.8,1 - least deprived,7,1 - least deprived,3.9,1 - least deprived
England,E01000267,9.9,8.6,14.3,3,14.3,2,6.6,2,13.8,2,10.3,2
England,E01000268,19.2,9.8,20.2,3,20.2,3,11,3,19.6,3,16.7,3
England,E01000269,7.5,6.5,10.6,2,10.6,2,3.3,2,10,2,6.6,2
England,E01000270,8.3,6.7,11,2,11,2,3.6,2,10.4,2,7,2
England,E01000271,7,5,8.9,2,8.9,2,1.6,1 - least deprived,8.1,1 - least deprived,4.9,2
England,E01000272,4.4,2.6,6.2,1 - least deprived,6.2,1 - least deprived,-1,1 - least deprived,5,1 - least deprived,2.1,1 - least deprived
England,E01000273,12.9,9,15.8,3,15.8,3,7.7,3,15.4,3,12,3
England,E01000274,16.9,11.1,19.1,3,19.1,3,10.6,3,19,3,15.5,3
England,E01000275,12,7,13.4,2,13.4,2,5.4,2,12.7,2,9.6,2
England,E01000276,2.4,2.1,3.8,1 - least deprived,3.8,1 - least deprived,-2.8,1 - least deprived,2.8,1 - least deprived,-0.3,1 - least deprived
England,E01000277,16.5,10.9,20.7,3,20.7,3,11.8,3,20.2,3,17,3
England,E01000278,2.9,2.9,4.7,1 - least deprived,4.7,1 - least deprived,-1.9,1 - least deprived,3.8,1 - least deprived,0.6,1 - least deprived
England,E01000279,1.9,2.1,6.6,1 - least deprived,6.6,1 - least deprived,-0.6,1 - least deprived,5.1,1 - least deprived,2.4,1 - least deprived
England,E01000280,2.8,2.8,3.3,1 - least deprived,3.3,1 - least deprived,-3,1 - least deprived,2.6,1 - least deprived,-0.9,1 - least deprived
England,E01000281,15.2,10.2,17.8,3,17.8,3,9.4,3,17.5,3,14,3
England,E01000282,7.7,5.3,8.8,2,8.8,1 - least deprived,1.6,1 - least deprived,8.1,1 - least deprived,4.8,2
England,E01000283,3.8,2.8,5.5,1 - least deprived,5.5,1 - least deprived,-1.4,1 - least deprived,4.5,1 - least deprived,1.4,1 - least deprived
England,E01000284,16.6,9.6,17.8,3,17.8,3,9.2,3,17.4,3,14.2,3
England,E01000285,16.3,11.6,18.5,3,18.5,3,10.3,3,18.6,3,14.8,3
England,E01000286,20.7,13.9,26.2,4,26.2,4,16.6,4,25.9,4,22.6,4
England,E01000287,20.9,14,27.8,4,27.8,4,17.9,4,27.3,4,24.3,4
England,E01000288,11.2,6.5,13.5,2,13.5,2,5.4,2,12.7,2,9.7,2
England,E01000289,31.8,20.8,40.8,5 - most deprived,40.8,5 - most deprived,29.1,5 - most deprived,40.7,5 - most deprived,37.6,5 - most deprived
England,E01000290,14.5,12.5,24.4,4,24.5,4,15.2,4,23.7,4,20.6,4
England,E01000291,26.5,20.4,35.6,5 - most deprived,35.6,5 - most deprived,25.3,5 - most deprived,36,5 - most deprived,32.2,5 - most deprived
England,E01000292,9.8,9,13.4,2,13.4,2,6,2,13.2,2,9.4,2
England,E01000293,5.8,5.9,8.3,1 - least deprived,8.3,1 - least deprived,1.5,1 - least deprived,7.8,1 - least deprived,4.2,1 - least deprived
England,E01000294,12.2,11.1,14.6,3,14.6,2,7.4,3,14.9,3,10.7,3
England,E01000295,6.6,5.9,11.8,2,11.8,2,4.1,2,10.8,2,7.7,2
England,E01000296,10.2,6.1,13.7,2,13.7,2,5.5,2,12.6,2,9.8,2
England,E01000297,9.2,6.3,11.1,2,11.1,2,3.5,2,10.4,2,7.1,2
England,E01000298,10.9,5.6,13.5,2,13.5,2,5.1,2,12.3,2,9.7,2
England,E01000299,13.1,7.2,18.1,3,18.1,3,9,3,16.8,3,14.4,3
England,E01000300,10,8.2,12,2,12,2,4.8,2,11.8,2,8.1,2
England,E01000301,5.7,5,6.8,1 - least deprived,6.8,1 - least deprived,0.1,1 - least deprived,6.3,1 - least deprived,2.7,1 - least deprived
England,E01000302,14.9,9.8,17.5,3,17.5,3,9.1,3,17.1,3,13.8,3
England,E01000303,4.9,4.6,7.3,1 - least deprived,7.3,1 - least deprived,0.4,1 - least deprived,6.5,1 - least deprived,3.2,1 - least deprived
England,E01000304,10,6.4,14.7,3,14.7,3,6.3,2,13.5,2,10.8,3
England,E01000305,19.2,13.7,29.6,4,29.6,4,19.2,4,28.6,4,25.9,4
England,E01000306,9.5,7,17.1,3,17.1,3,8.3,3,15.7,3,13.1,3
England,E01000307,14.4,7.8,23.8,4,23.8,4,13.4,4,21.7,4,20,4
England,E01000308,30.8,20.6,48.1,5 - most deprived,48.1,5 - most deprived,34.7,5 - most deprived,46.7,5 - most deprived,44.8,5 - most deprived
England,E01000309,8.5,7.1,13.9,2,13.9,2,6,2,13,2,9.9,2
England,E01000310,10.4,7.1,19.6,3,19.6,3,10.2,3,17.8,3,15.6,3
England,E01000311,5.3,3.9,10.2,2,10.2,2,2.4,2,8.7,2,6,2
England,E01000312,19.9,13.8,26.8,4,26.8,4,17.1,4,26.3,4,23.2,4
England,E01000313,13.5,9,24.6,4,24.6,4,14.4,4,22.7,4,20.7,4
England,E01000314,6.4,5,12.2,2,12.2,2,4.2,2,10.8,2,8.1,2
England,E01000315,28,19.2,34.3,5 - most deprived,34.3,4,23.9,5 - most deprived,34.6,5 - most deprived,31,5 - most deprived
England,E01000316,16.3,10.7,21.7,4,21.7,3,12.5,3,20.9,3,18,3
England,E01000317,11.1,7.4,13.3,2,13.3,2,5.5,2,12.8,2,9.5,2
England,E01000318,11.4,6.2,14,3,14,2,5.7,2,13,2,10.2,2
England,E01000319,8.8,6.4,10,2,10,2,2.8,2,9.5,2,6,2
England,E01000320,8.2,6.7,10.5,2,10.5,2,3.3,2,10.1,2,6.6,2
England,E01000321,13,11.2,19,3,19,3,10.8,3,18.7,3,15.1,3
England,E01000322,12.6,8.7,17.7,3,17.7,3,9.1,3,16.8,3,13.9,3
England,E01000323,14.1,10.2,22.1,4,22.1,4,12.8,3,21.1,3,18.3,4
England,E01000324,10.9,10,14.5,3,14.5,2,7.1,3,14.5,3,10.5,2
England,E01000325,4.5,4.5,5,1 - least deprived,5,1 - least deprived,-1.4,1 - least deprived,4.6,1 - least deprived,0.9,1 - least deprived
England,E01000326,9.1,4.6,11.5,2,11.5,2,3.4,2,10.2,2,7.6,2
England,E01000327,5.6,5.8,8.2,1 - least deprived,8.2,1 - least deprived,1.4,1 - least deprived,7.7,1 - least deprived,4,1 - least deprived
England,E01000328,7,6,9.4,2,9.4,2,2.3,2,8.8,2,5.4,2
England,E01000329,14.5,11,17,3,17,3,9.1,3,17.1,3,13.3,3
England,E01000330,12.5,10.1,16.3,3,16.3,3,8.4,3,16.1,3,12.4,3
England,E01000331,16.2,15.7,25.5,4,25.5,4,16.8,4,25.6,4,21.6,4
England,E01000332,11.5,10,16.1,3,16.1,3,8.3,3,15.8,3,12.1,3
England,E01000333,22,16,28.1,4,28.1,4,18.5,4,28.1,4,24.5,4
England,E01000334,10.4,8.5,13.5,2,13.5,2,6,2,13.2,2,9.6,2
England,E01000335,22.4,15,31.6,4,31.6,4,21,4,30.8,4,28.1,4
England,E01000336,25.7,16.4,32.9,4,32.9,4,22.1,4,32.4,4,29.5,4
England,E01000337,18.1,11.8,19.9,3,19.9,3,11.4,3,19.9,3,16.3,3
England,E01000338,14,9.9,18.5,3,18.5,3,10,3,18,3,14.7,3
England,E01000339,11.5,9.8,13.4,2,13.4,2,6.2,2,13.6,2,9.5,2
England,E01000340,8.2,7.1,12.5,2,12.5,2,5,2,11.8,2,8.5,2
England,E01000341,7.3,6.7,7.9,1 - least deprived,7.9,1 - least deprived,1.3,1 - least deprived,7.8,1 - least deprived,3.9,1 - least deprived
England,E01000342,5.7,5.2,8.4,2,8.4,1 - least deprived,1.4,1 - least deprived,7.7,1 - least deprived,4.3,1 - least deprived
England,E01000343,7,6.2,8.8,2,8.8,2,1.9,2,8.4,2,4.8,2
England,E01000344,4.9,5.1,5.8,1 - least deprived,5.8,1 - least deprived,-0.6,1 - least deprived,5.5,1 - least deprived,1.7,1 - least deprived
England,E01000345,5.6,5.1,5.3,1 - least deprived,5.3,1 - least deprived,-1,1 - least deprived,5.1,1 - least deprived,1.2,1 - least deprived
England,E01000346,5.5,5.2,7.8,1 - least deprived,7.8,1 - least deprived,0.9,1 - least deprived,7.1,1 - least deprived,3.7,1 - least deprived
England,E01000347,8.7,6.3,12.5,2,12.5,2,4.7,2,11.6,2,8.5,2
England,E01000348,3.4,4.4,4.4,1 - least deprived,4.4,1 - least deprived,-1.7,1 - least deprived,4,1 - least deprived,0.3,1 - least deprived
England,E01000349,5.1,4.7,6.4,1 - least deprived,6.4,1 - least deprived,-0.3,1 - least deprived,5.8,1 - least deprived,2.3,1 - least deprived
England,E01000350,4.5,5.5,7.4,1 - least deprived,7.4,1 - least deprived,0.8,1 - least deprived,6.9,1 - least deprived,3.2,1 - least deprived
England,E01000351,4.7,4.3,6.2,1 - least deprived,6.2,1 - least deprived,-0.5,1 - least deprived,5.6,1 - least deprived,2.1,1 - least deprived
England,E01000352,12,8.8,15.2,3,15.2,3,7.2,3,14.7,3,11.3,3
England,E01000353,4.6,4.9,4,1 - least deprived,4,1 - least deprived,-2,1 - least deprived,3.9,1 - least deprived,-0.1,1 - least deprived
England,E01000354,16.1,13.8,19.9,3,19.9,3,12,3,20.4,3,16.1,3
England,E01000355,6.9,7.5,8.5,2,8.5,1 - least deprived,2,2,8.5,2,4.4,1 - least deprived
England,E01000356,4.9,7.2,6.8,1 - least deprived,6.8,1 - least deprived,0.7,1 - least deprived,6.9,1 - least deprived,2.6,1 - least deprived
England,E01000357,5.3,3.3,4,1 - least deprived,4,1 - least deprived,-2.5,1 - least deprived,3.4,1 - least deprived,-0.1,1 - least deprived
England,E01000358,6,6,7,1 - least deprived,7,1 - least deprived,0.5,1 - least deprived,6.8,1 - least deprived,2.9,1 - least deprived
England,E01000359,4.6,5.9,5.6,1 - least deprived,5.6,1 - least deprived,-0.5,1 - least deprived,5.5,1 - least deprived,1.4,1 - least deprived
England,E01000360,12.3,11.4,18.5,3,18.5,3,10.5,3,18.3,3,14.6,3
England,E01000361,10,7.8,11.6,2,11.6,2,4.4,2,11.4,2,7.7,2
England,E01000362,7.9,7.5,11.3,2,11.3,2,4.2,2,10.9,2,7.3,2
England,E01000363,5.2,6.2,7.4,1 - least deprived,7.4,1 - least deprived,1,1 - least deprived,7.2,1 - least deprived,3.3,1 - least deprived
England,E01000364,9,6.3,11.3,2,11.3,2,3.8,2,10.6,2,7.4,2
England,E01000365,12.7,9.2,15.9,3,15.9,3,7.9,3,15.5,3,12.1,3
England,E01000366,9.8,7.2,9.9,2,9.9,2,2.9,2,9.8,2,6,2
England,E01000367,19.2,16.6,32,4,32,4,21.8,4,31.4,4,28.2,4
England,E01000368,25,16.6,31.2,4,31.2,4,21,4,31.1,4,27.8,4
England,E01000369,10.7,10,13.7,2,13.7,2,6.5,2,13.8,2,9.7,2
England,E01000370,8,7.2,9.2,2,9.2,2,2.4,2,9.1,2,5.2,2
England,E01000371,7.2,5.6,8.8,2,8.8,1 - least deprived,1.7,1 - least deprived,8.2,1 - least deprived,4.8,2
England,E01000372,22.6,19.2,29.2,4,29.2,4,20.2,4,30.1,4,25.6,4
England,E01000373,28.6,17,33,4,33,4,22.2,4,32.9,4,29.8,4
England,E01000374,28.3,20.4,38.4,5 - most deprived,38.4,5 - most deprived,27.3,5 - most deprived,38.4,5 - most deprived,35,5 - most deprived
England,E01000375,17.1,11.2,20.6,3,20.6,3,11.8,3,20.2,3,17,3
England,E01000376,10.2,7.1,13,2,13,2,5.2,2,12.4,2,9.1,2
England,E01000377,10,8.1,11.8,2,11.8,2,4.6,2,11.6,2,7.9,2
England,E01000378,12.9,12.5,21.5,4,21.5,3,13.1,3,21.2,3,17.6,3
England,E01000379,14.7,10.4,19.6,3,19.6,3,10.9,3,19,3,15.8,3
England,E01000380,18.9,11.8,24.6,4,24.6,4,14.9,4,23.8,4,21,4
England,E01000381,17.5,14.5,26.8,4,26.8,4,17.4,4,26.4,4,23,4
England,E01000382,3.8,4.7,5.8,1 - least deprived,5.8,1 - least deprived,-0.6,1 - least deprived,5.3,1 - least deprived,1.6,1 - least deprived
England,E01000383,11.1,9.9,19.8,3,19.8,3,11.2,3,18.9,3,15.9,3
England,E01000384,10.9,6.8,11.4,2,11.4,2,3.9,2,11,2,7.6,2
England,E01000385,25.1,16.3,30.2,4,30.2,4,20.1,4,30.2,4,26.8,4
England,E01000386,27.2,19.4,36,5 - most deprived,36,5 - most deprived,25.3,5 - most deprived,36,5 - most deprived,32.6,5 - most deprived
England,E01000387,7.8,7.1,11.3,2,11.3,2,4,2,10.8,2,7.2,2
England,E01000388,8,6.4,11.5,2,11.5,2,4,2,10.7,2,7.5,2
England,E01000389,9.9,6.7,12,2,12,2,4.4,2,11.4,2,8.1,2
England,E01000390,6.6,5,10,2,10,2,2.5,2,9,2,5.9,2
England,E01000391,10.4,8.5,13.3,2,13.3,2,5.8,2,13,2,9.4,2
England,E01000392,22.1,14.3,27.4,4,27.4,4,17.5,4,27.1,4,23.9,4
England,E01000393,7.3,6.3,9.1,2,9.1,2,2.1,2,8.7,2,5.1,2
England,E01000394,8.9,7.1,9.6,2,9.6,2,2.6,2,9.4,2,5.6,2
England,E01000395,5.7,5.9,6.1,1 - least deprived,6.1,1 - least deprived,-0.2,1 - least deprived,6,1 - least deprived,2,1 - least deprived
England,E01000396,5.5,5.7,7.4,1 - least deprived,7.4,1 - least deprived,0.7,1 - least deprived,7,1 - least deprived,3.3,1 - least deprived
England,E01000398,16.2,11.9,20.8,3,20.8,3,12.1,3,20.5,3,17,3
England,E01000399,7.8,6.5,10.2,2,10.2,2,3,2,9.7,2,6.2,2
England,E01000400,10.5,8.8,13,2,13,2,5.6,2,12.8,2,9.1,2
England,E01000401,21.3,14.3,26.6,4,26.6,4,17,4,26.4,4,23.1,4
England,E01000402,17.8,12.2,20.6,3,20.6,3,12,3,20.6,3,17,3
England,E01000403,21.4,14.2,28.9,4,28.9,4,18.7,4,28.2,4,25.3,4
England,E01000404,23,14.7,28.3,4,28.3,4,18.3,4,28,4,24.9,4
England,E01000405,21,14.6,24.9,4,24.9,4,15.8,4,25,4,21.3,4
England,E01000406,17.9,11.8,25,4,25,4,15.3,4,24.2,4,21.4,4
England,E01000407,11,10.7,16.8,3,16.8,3,9.1,3,16.6,3,12.9,3
England,E01000408,18.4,12.8,21.5,4,21.5,3,12.9,3,21.6,4,17.9,3
England,E01000409,5.1,5.8,6.5,1 - least deprived,6.5,1 - least deprived,0.2,1 - least deprived,6.3,1 - least deprived,2.4,1 - least deprived
England,E01000410,5.2,4.3,6.7,1 - least deprived,6.7,1 - least deprived,-0.1,1 - least deprived,6,1 - least deprived,2.6,1 - least deprived
England,E01000411,7.4,6.8,9.5,2,9.5,2,2.6,2,9.2,2,5.5,2
England,E01000412,8,6.1,10.6,2,10.6,2,3.2,2,9.9,2,6.7,2
England,E01000413,8.7,6.4,12.3,2,12.3,2,4.5,2,11.4,2,8.3,2
England,E01000414,10.1,8,14.1,3,14.1,2,6.3,2,13.5,2,10.2,2
England,E01000415,5.3,5,6,1 - least deprived,6,1 - least deprived,-0.5,1 - least deprived,5.6,1 - least deprived,1.9,1 - least deprived
England,E01000416,20.2,12.5,26.4,4,26.4,4,16.4,4,25.6,4,22.8,4
England,E01000417,11.7,10.1,18.5,3,18.5,3,10.2,3,17.9,3,14.6,3
England,E01000418,17.4,9.6,21.5,4,21.5,3,12,3,20.5,3,17.9,3
England,E01000419,5.2,6.5,7.6,1 - least deprived,7.6,1 - least deprived,1.2,1 - least deprived,7.4,1 - least deprived,3.5,1 - least deprived
England,E01000420,7,7.7,10.5,2,10.5,2,3.6,2,10.3,2,6.4,2
England,E01000421,5,6.4,7.3,1 - least deprived,7.3,1 - least deprived,0.9,1 - least deprived,7.1,1 - least deprived,3.1,1 - least deprived
England,E01000422,34.8,21.9,39.7,5 - most deprived,39.7,5 - most deprived,28.4,5 - most deprived,40.3,5 - most deprived,36.7,5 - most deprived
England,E01000423,3.4,3.8,3.7,1 - least deprived,3.7,1 - least deprived,-2.5,1 - least deprived,3.2,1 - least deprived,-0.5,1 - least deprived
England,E01000424,6.2,5.1,8.3,1 - least deprived,8.3,1 - least deprived,1.3,1 - least deprived,7.6,1 - least deprived,4.3,1 - least deprived
England,E01000425,5.5,4.5,5.6,1 - least deprived,5.6,1 - least deprived,-0.9,1 - least deprived,5.2,1 - least deprived,1.6,1 - least deprived
England,E01000426,6.8,5.6,8.7,2,8.7,1 - least deprived,1.7,1 - least deprived,8.1,1 - least deprived,4.7,1 - least deprived
England,E01000427,9.4,8.8,12.4,2,12.4,2,5.2,2,12.3,2,8.4,2
England,E01000428,16.5,12.1,24.5,4,24.5,4,15,4,23.7,4,20.7,4
England,E01000429,29.1,20.5,41.9,5 - most deprived,41.9,5 - most deprived,30,5 - most deprived,41.4,5 - most deprived,38.5,5 - most deprived
England,E01000430,16.1,10.1,18.5,3,18.5,3,9.9,3,18.1,3,14.8,3
England,E01000431,30,19.5,38.8,5 - most deprived,38.8,5 - most deprived,27.3,5 - most deprived,38.5,5 - most deprived,35.6,5 - most deprived
England,E01000432,20.5,15.3,29.4,4,29.4,4,19.4,4,28.9,4,25.7,4
England,E01000433,29,20.8,37.8,5 - most deprived,37.8,5 - most deprived,27,5 - most deprived,38.1,5 - most deprived,34.5,5 - most deprived
England,E01000434,26.2,20.4,37.5,5 - most deprived,37.5,5 - most deprived,26.8,5 - most deprived,37.5,5 - most deprived,34,5 - most deprived
England,E01000435,19.8,14.8,28.5,4,28.5,4,18.6,4,28,4,24.8,4
England,E01000436,6.6,6.2,6.2,1 - least deprived,6.2,1 - least deprived,-0,1 - least deprived,6.2,1 - least deprived,2.2,1 - least deprived
England,E01000437,10.8,7.7,12.8,2,12.8,2,5.2,2,12.4,2,8.9,2
England,E01000438,10.6,7.9,13.2,2,13.2,2,5.5,2,12.7,2,9.3,2
England,E01000439,17.3,13.8,24.8,4,24.8,4,15.7,4,24.5,4,21.1,4
England,E01000440,4.9,5.5,6.6,1 - least deprived,6.6,1 - least deprived,0.2,1 - least deprived,6.3,1 - least deprived,2.5,1 - least deprived
England,E01000441,23.8,16.6,28.1,4,28.1,4,18.7,4,28.5,4,24.7,4
England,E01000442,9.5,9.7,13.6,2,13.6,2,6.4,2,13.6,2,9.6,2
England,E01000443,11.6,11.4,18.9,3,18.9,3,10.8,3,18.6,3,14.9,3
England,E01000444,3.6,5.2,5.8,1 - least deprived,5.8,1 - least deprived,-0.5,1 - least deprived,5.4,1 - least deprived,1.6,1 - least deprived
England,E01000445,3.9,4.4,5.1,1 - least deprived,5.1,1 - least deprived,-1.3,1 - least deprived,4.6,1 - least deprived,0.9,1 - least deprived
England,E01000446,4.5,4.6,6,1 - least deprived,6,1 - least deprived,-0.5,1 - least deprived,5.5,1 - least deprived,1.9,1 - least deprived
England,E01000447,8.7,6.9,10.5,2,10.5,2,3.3,2,10.1,2,6.6,2
England,E01000448,2.7,4.2,2.7,1 - least deprived,2.7,1 - least deprived,-3.1,1 - least deprived,2.5,1 - least deprived,-1.5,1 - least deprived
England,E01000449,3.2,4.5,5.5,1 - least deprived,5.5,1 - least deprived,-0.8,1 - least deprived,5,1 - least deprived,1.4,1 - least deprived
England,E01000450,15.5,13.1,18.5,3,18.5,3,10.8,3,19,3,14.7,3
England,E01000451,8.2,6,9,2,9,2,1.9,2,8.6,2,5.1,2
England,E01000452,7,5.5,6.8,1 - least deprived,6.8,1 - least deprived,0.2,1 - least deprived,6.6,1 - least deprived,2.9,1 - least deprived
England,E01000453,7.7,7.1,9.4,2,9.4,2,2.6,2,9.2,2,5.4,2
England,E01000454,13.8,11.7,19.2,3,19.2,3,11,3,19,3,15.3,3
England,E01000455,5.2,5.6,6.2,1 - least deprived,6.2,1 - least deprived,-0.1,1 - least deprived,6,1 - least deprived,2.1,1 - least deprived
England,E01000456,6.2,5.6,6.4,1 - least deprived,6.4,1 - least deprived,-0,1 - least deprived,6.2,1 - least deprived,2.4,1 - least deprived
England,E01000457,9.7,5.3,11.5,2,11.5,2,3.6,2,10.5,2,7.7,2
England,E01000458,6.3,4.1,5.1,1 - least deprived,5.1,1 - least deprived,-1.5,1 - least deprived,4.6,1 - least deprived,1.1,1 - least deprived
England,E01000459,13.5,8.9,13.7,2,13.7,2,6,2,13.6,2,9.9,2
England,E01000460,3.2,3.4,3.2,1 - least deprived,3.2,1 - least deprived,-2.9,1 - least deprived,2.7,1 - least deprived,-0.9,1 - least deprived
England,E01000461,5.2,5.3,6.6,1 - least deprived,6.6,1 - least deprived,0.1,1 - least deprived,6.2,1 - least deprived,2.5,1 - least deprived
England,E01000462,10.9,7.3,12.8,2,12.8,2,5.1,2,12.3,2,9,2
England,E01000463,5.3,4.5,4.6,1 - least deprived,4.6,1 - least deprived,-1.7,1 - least deprived,4.3,1 - least deprived,0.6,1 - least deprived
England,E01000464,25.7,15.8,27.8,4,27.8,4,18.1,4,28.1,4,24.5,4
England,E01000465,25.8,20,30.2,4,30.2,4,21.1,4,31.3,4,26.8,4
England,E01000466,23,15.7,25.8,4,25.8,4,16.7,4,26.3,4,22.4,4
England,E01000467,19.3,11.5,21.4,3,21.4,3,12.3,3,21.1,3,17.8,3
England,E01000468,17.6,9.2,21.1,3,21.1,3,11.6,3,20.1,3,17.6,3
England,E01000469,14.4,10.1,19.8,3,19.8,3,11,3,19.1,3,16,3
England,E01000470,33,21.9,41.7,5 - most deprived,41.7,5 - most deprived,30.1,5 - most deprived,41.9,5 - most deprived,38.6,5 - most deprived
England,E01000471,12.7,8.4,22.1,4,22.1,3,12.3,3,20.4,3,18.2,3
England,E01000472,15.8,7.3,26.6,4,26.6,4,15.4,4,24,4,22.9,4
England,E01000473,18.2,10.6,28,4,28,4,17.2,4,26.2,4,24.3,4
England,E01000474,11.7,8.8,19.8,3,19.8,3,10.8,3,18.6,3,15.9,3
England,E01000475,13.8,8.4,21.5,4,21.5,3,11.8,3,19.9,3,17.6,3
England,E01000476,10.7,7.7,21.4,4,21.4,3,11.8,3,19.5,3,17.4,3
England,E01000477,15.1,8.9,26.3,4,26.3,4,15.6,4,24.2,4,22.5,4
England,E01000478,13.5,8,23,4,23,4,12.9,3,21.1,3,19.1,4
England,E01000479,12,8,16.3,3,16.3,3,7.9,3,15.5,3,12.5,3
England,E01000480,7.8,5.3,11.9,2,11.9,2,4,2,10.8,2,7.9,2
England,E01000481,21.4,13.9,30.1,4,30.1,4,19.6,4,29.2,4,26.6,4
England,E01000482,26.9,16.4,35.2,5 - most deprived,35.2,5 - most deprived,23.9,5 - most deprived,34.5,5 - most deprived,31.9,5 - most deprived
England,E01000483,29,16.7,35,5 - most deprived,35,5 - most deprived,23.7,4,34.5,5 - most deprived,31.8,5 - most deprived
England,E01000484,33.1,23.1,41.5,5 - most deprived,41.5,5 - most deprived,30.2,5 - most deprived,42,5 - most deprived,38.3,5 - most deprived
England,E01000485,21.5,12.3,26.5,4,26.5,4,16.3,4,25.7,4,23,4
England,E01000486,11.6,7.5,15.2,3,15.2,3,6.9,3,14.3,3,11.3,3
England,E01000487,14.1,7.9,16.7,3,16.7,3,8,3,15.8,3,13,3
England,E01000488,16.5,9.2,21.1,3,21.1,3,11.6,3,20,3,17.5,3
England,E01000489,15.7,9.5,20.2,3,20.2,3,11,3,19.3,3,16.5,3
England,E01000490,16.6,11.9,27.5,4,27.5,4,17.3,4,26.1,4,23.7,4
England,E01000491,16.7,11.7,22.1,4,22.1,4,13.1,3,21.6,4,18.4,4
England,E01000492,9.9,7.5,14.2,3,14.2,2,6.2,2,13.4,2,10.3,2
England,E01000493,11.1,7,13.8,2,13.8,2,5.7,2,13,2,9.9,2
England,E01000494,18.3,9.1,19.7,3,19.7,3,10.4,3,18.9,3,16.2,3
England,E01000495,21.9,15,32.8,4,32.8,4,21.9,4,31.7,4,29.2,4
England,E01000497,18.9,11.8,21.5,4,21.5,3,12.6,3,21.3,3,18,3
England,E01000498,22.3,11.2,26,4,26,4,15.7,4,25,4,22.7,4
England,E01000499,25.7,11.5,28.5,4,28.5,4,17.4,4,27.3,4,25.3,4
England,E01000501,31.3,18.3,35.5,5 - most deprived,35.5,5 - most deprived,24.4,5 - most deprived,35.6,5 - most deprived,32.5,5 - most deprived
England,E01000502,20.1,14.1,27.9,4,27.9,4,18,4,27.3,4,24.3,4
England,E01000503,19.4,12.7,25.2,4,25.2,4,15.6,4,24.7,4,21.6,4
England,E01000504,16.6,12.2,23,4,23,4,13.9,4,22.5,4,19.2,4
England,E01000505,15.6,10.7,21.4,3,21.4,3,12.3,3,20.7,3,17.7,3
England,E01000506,24.5,15.6,33.5,4,33.5,4,22.4,4,32.6,4,30,4
England,E01000507,19.3,10.7,22.9,4,22.9,4,13.2,4,22.1,4,19.3,4
England,E01000508,33.1,24.3,46.9,5 - most deprived,46.9,5 - most deprived,34.6,5 - most deprived,46.9,5 - most deprived,43.6,5 - most deprived
England,E01000509,24.4,12.8,35.3,5 - most deprived,35.3,5 - most deprived,23.1,4,33.3,4,31.9,5 - most deprived
England,E01000510,22.5,11.7,31.6,4,31.6,4,20.1,4,29.8,4,28.2,4
England,E01000511,23.6,12.4,32,4,32,4,20.5,4,30.4,4,28.6,4
England,E01000512,13.8,8.2,20.2,3,20.2,3,10.8,3,18.8,3,16.4,3
England,E01000513,10.6,6.7,15.9,3,15.9,3,7.2,3,14.6,3,11.9,3
England,E01000514,11.8,7.2,14,3,14,2,5.9,2,13.3,2,10.2,2
England,E01000515,19.3,12.2,26.9,4,26.9,4,16.8,4,25.9,4,23.3,4
England,E01000516,13.1,8.2,18,3,18,3,9.2,3,17,3,14.2,3
England,E01000517,9,4.4,13.5,2,13.5,2,4.9,2,11.9,2,9.6,2
England,E01000518,15.8,9.9,23.7,4,23.7,4,13.8,4,22.3,4,19.9,4
England,E01000519,14.7,8.6,20.3,3,20.3,3,11,3,19.1,3,16.6,3
England,E01000520,14,8.5,20.5,3,20.5,3,11.1,3,19.1,3,16.7,3
England,E01000521,35.9,27.6,54.4,5 - most deprived,54.4,5 - most deprived,41.2,5 - most deprived,54.2,5 - most deprived,51.2,5 - most deprived
England,E01000522,28.6,16.6,31.8,4,31.8,4,21.2,4,31.8,4,28.6,4
England,E01000523,24.5,15.7,36,5 - most deprived,36,5 - most deprived,24.4,5 - most deprived,34.8,5 - most deprived,32.5,5 - most deprived
England,E01000524,36.7,22.8,51.2,5 - most deprived,51.2,5 - most deprived,37.3,5 - most deprived,50.2,5 - most deprived,48.1,5 - most deprived
England,E01000525,27.1,19.6,40.7,5 - most deprived,40.7,5 - most deprived,28.9,5 - most deprived,40,5 - most deprived,37.3,5 - most deprived
England,E01000526,33.4,23.7,44,5 - most deprived,44,5 - most deprived,32.3,5 - most deprived,44.3,5 - most deprived,40.8,5 - most deprived
